"","Genus","Species","Source","Rep","GrowthT","Larea_P","Lmass_P","LMA_P","Nconc_P","Cconc_P","Nper_P","Cper_P","CN_P","Larea_R","Lmass_R","LMA_R","Nconc_R","Cconc_R","Nper_R","Cper_R","CN_R","Vcmax23","Ha_Vcmax","deltaS_Vcmax","Vpmax23","Ha_Vpmax","deltaS_Vpmax","Jmax23","Ha_Jmax","deltaS_Jmax","a_Vcmax","b_Vcmax","c_Vcmax","a_Vpmax","b_Vpmax","c_Vpmax","a_Jmax","b_Jmax","c_Jmax","RMSE_vcmax_nls","RMSE_vpmax_nls","RMSE_jmax_nls","RMSE_vcmax_lm","RMSE_vpmax_lm","RMSE_jmax_lm","Vcmax14_obs","Tleaf14_Vcmax_obs","Vcmax23_obs","Tleaf23_Vcmax_obs","Vcmax32_obs","Tleaf32_Vcmax_obs","Vcmax41_obs","Tleaf41_Vcmax_obs","Vcmax50_obs","Tleaf50_Vcmax_obs","Vpmax14_obs","Tleaf14_Vpmax_obs","Vpmax23_obs","Tleaf23_Vpmax_obs","Vpmax32_obs","Tleaf32_Vpmax_obs","Vpmax41_obs","Tleaf41_Vpmax_obs","Vpmax50_obs","Tleaf50_Vpmax_obs","Jmax14_obs","Tleaf14_Jmax_obs","Jmax23_obs","Tleaf23_Jmax_obs","Jmax32_obs","Tleaf32_Jmax_obs","Jmax41_obs","Tleaf41_Jmax_obs","Jmax50_obs","Tleaf50_Jmax_obs","Topt_Vcmax","Topt_Vpmax","Topt_Jmax","Vcmax25","Vpmax25","Jmax25","Vcmax25_poly","Vpmax25_poly","Jmax25_poly","Topt_Vcmax_poly","Topt_Vpmax_poly","Topt_Jmax_poly","a","b","c","RMSE_R","phenology","climate","lifespan","photosynthesis","PFT","R25","R_Topt"
"271","Tamarindus","indica","A",2,20,3.89,0.0299,0.007686375,0.024,0.981,1.13,46.24,"40.875",3.89,0.0299,0.007686375,0.024,0.981,1.13,46.24,"40.875",20.21354238,133702.9191,659.5215258,-9999,-9999,-9999,41.47600611,15076.38698,623.8702821,-1.044232489,0.269873853,-0.003892905,-9999,-9999,-9999,2.441268573,0.089832489,-0.001369942,2.154699122,-9999,6.791359034,0.123353816,-9999,0.143408868,7.52163437,13.97802162,18.95719467,22.99860353,44.37517317,32.03553816,29.07383902,40.97177007,25.94891372,44.91677006,-9999,13.97802162,-9999,22.99860353,-9999,32.03553816,-9999,40.97177007,-9999,44.91677006,29.32038693,13.97802162,52.10140845,22.99860353,40.43249611,32.03553816,53.08967228,40.97177007,38.72818345,44.91677006,311.1608019,-9999,320.9281441,26.59391942,-9999,43.151129,26.29945005,-9999,46.10248683,34.6622681,-9999,32.78696185,-3.755591383,0.153795891,-0.001267899,0.093434525,"evergreen","tropical","perennial","C3","TrBE",0.495032951,60.64990063
"272","Tamarindus","indica","A",3,20,5.265,0.0331,0.0062868,0.034,1.107,1.4,46.27,"32.55882353",5.265,0.0331,0.0062868,0.034,1.107,1.4,46.27,"32.55882353",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.844777038,0.01681121,0.000837751,0.299089043,"evergreen","tropical","perennial","C3","TrBE",0.406202948,-10.03353536
"273","Tamarindus","indica","A",1,25,6.334,0.0364,0.005746763,0.029,1.116,1.18,45.87,"38.48275862",6.334,0.0364,0.005746763,0.029,1.116,1.18,45.87,"38.48275862",15.11680395,76224.61338,642.9550912,-9999,-9999,-9999,28.69243298,32621.92749,642.2334371,-1.514345381,0.283150935,-0.004054729,-9999,-9999,-9999,1.229342854,0.152464568,-0.002591159,0.349470833,-9999,6.156560794,0.086561453,-9999,0.223049369,5.565097506,14.05596322,15.48782135,23.12282518,31.44230761,32.10997273,29.26849675,41.07040053,17.55149343,45.84608401,-9999,14.05596322,-9999,23.12282518,-9999,32.10997273,-9999,41.07040053,-9999,45.84608401,15.88593866,14.05596322,35.06280005,23.12282518,32.91891158,32.10997273,15.52281811,41.07040053,20.44256359,45.84608401,313.5606781,-9999,312.2009498,18.34077869,-9999,30.94850955,20.70182952,-9999,30.61476624,34.91613163,-9999,29.4201449,-5.05314173,0.225740643,-0.002387286,0.167039667,"evergreen","tropical","perennial","C3","TrBE",0.40588736,47.27975906
"274","Tamarindus","indica","A",2,25,6.912,0.0507,0.007335069,0.017,0.633,1.2,45.13,"37.23529412",6.912,0.0507,0.007335069,0.017,0.633,1.2,45.13,"37.23529412",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.63866768,0.035979678,-6.28e-06,0.050515643,"evergreen","tropical","perennial","C3","TrBE",0.475637222,2865.258397
"275","Tamarindus","indica","A",3,25,10.232,0.0705,0.006890149,0.024,0.995,1.12,46.68,"41.45833333",10.232,0.0705,0.006890149,0.024,0.995,1.12,46.68,"41.45833333",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.174656522,0.212988239,-0.002129274,0.121266308,"evergreen","tropical","perennial","C3","TrBE",0.307049388,50.01429106
"276","Tamarindus","indica","A",1,30,4.191,0.0273,0.006513958,0.032,0.76,1.97,47.18,"23.75",4.191,0.0273,0.006513958,0.032,0.76,1.97,47.18,"23.75",33.44474125,80910.16239,639.2805184,-9999,-9999,-9999,50.37126239,72242.36053,639.5574157,-0.220683152,0.235282996,-0.002956918,-9999,-9999,-9999,-0.107642495,0.260271832,-0.003508298,0.735200882,-9999,2.135345269,0.093018976,-9999,0.03999388,12.9513444,14.09553572,32.82817224,22.98261496,78.16328745,32.04599014,94.50828603,41.07070336,74.1660883,44.43730428,-9999,14.09553572,-9999,22.98261496,-9999,32.04599014,-9999,41.07070336,-9999,44.43730428,17.93164878,14.09553572,52.68123562,22.98261496,105.8285755,32.04599014,110.5830482,41.07070336,89.23328972,44.43730428,315.6406491,-9999,315.0319973,41.3063274,-9999,60.74091993,45.30049814,-9999,67.11898007,39.78517488,-9999,37.09374309,-1.814687807,0.1015676,-0.001235384,0.068455877,"evergreen","tropical","perennial","C3","TrBE",0.9535027,41.1076923
"277","Tamarindus","indica","A",2,30,4.074,0.0256,0.006283751,0.051,1.259,1.89,46.72,"24.68627451",4.074,0.0256,0.006283751,0.051,1.259,1.89,46.72,"24.68627451",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.364908812,0.31884397,-0.003914694,0.111404533,"evergreen","tropical","perennial","C3","TrBE",0.43149749,40.723992
"278","Tamarindus","indica","A",3,30,3.99,0.0294,0.007368421,0.028,0.866,1.6,49.27,"30.92857143",3.99,0.0294,0.007368421,0.028,0.866,1.6,49.27,"30.92857143",39.57394732,93075.6147,646.5027141,-9999,-9999,-9999,61.38007325,46459.44567,631.1329339,-0.37339995,0.268616347,-0.003752969,-9999,-9999,-9999,1.423786515,0.170634786,-0.002201969,3.717844396,-9999,6.5288454,0.169516778,-9999,0.038679827,15.80898236,14.04155739,35.13745456,23.06093275,94.46888424,32.04716844,86.35707931,41.04657012,53.83235843,44.93806751,-9999,14.04155739,-9999,23.06093275,-9999,32.04716844,-9999,41.04657012,-9999,44.93806751,30.09739828,14.04155739,62.218557,23.06093275,108.742102,32.04716844,109.5413507,41.04657012,104.2280166,44.93806751,312.8590363,-9999,318.1586394,49.90269474,-9999,69.41663865,54.40211509,-9999,74.69593955,35.78717813,-9999,38.74596102,-4.808057668,0.245128665,-0.002665886,0.052216347,"evergreen","tropical","perennial","C3","TrBE",0.707498294,45.97507628
"279","Tamarindus","indica","A",1,35,6.478,0.0334,0.005155912,0.029,0.661,2.13,48.07,"22.79310345",6.478,0.0334,0.005155912,0.029,0.661,2.13,48.07,"22.79310345",18.81664975,79071.83757,630.6527965,-9999,-9999,-9999,32.32984051,63519.64744,637.9450004,-0.16328313,0.173898772,-0.001577865,-9999,-9999,-9999,0.418401875,0.199329107,-0.00267191,0.317303956,-9999,2.825023228,0.06654296,-9999,0.112214893,7.315284025,13.93612862,18.21315972,22.9367488,46.14860247,31.89117197,79.8406809,40.92209126,79.00299157,44.07051351,-9999,13.93612862,-9999,22.9367488,-9999,31.89117197,-9999,40.92209126,-9999,44.07051351,15.31304307,13.93612862,31.87640258,22.9367488,60.49375813,31.89117197,70.86074395,40.92209126,48.44655805,44.07051351,319.8891985,-9999,315.4198207,23.26221127,-9999,38.13353178,24.48401361,-9999,41.7494434,55.10571123,-9999,37.30087172,0.413076948,-0.120119647,0.002758572,0.142560761,"evergreen","tropical","perennial","C3","TrBE",0.420712039,21.77206958
"280","Tamarindus","indica","A",3,35,4.401,0.0344,0.007816405,0.047,1.082,2,45.96,"23.0212766",4.401,0.0344,0.007816405,0.047,1.082,2,45.96,"23.0212766",32.06203666,83740.69292,640.6319056,-9999,-9999,-9999,62.33484889,78135.65142,655.4110456,-1.257496078,0.307017096,-0.004168467,-9999,-9999,-9999,-0.592882937,0.348013238,-0.005985,9.545003645,-9999,3.004159356,0.177451119,-9999,0.086299636,9.763173699,13.93399917,32.2117763,23.0573349,71.07594063,31.9895605,102.0790402,41.03490624,48.95585102,45.31944979,-9999,13.93399917,-9999,23.0573349,-9999,31.9895605,-9999,41.03490624,-9999,45.31944979,23.26072497,13.93399917,61.17722234,23.0573349,89.63369093,31.9895605,39.66685592,41.03490624,16.75597851,45.31944979,315.1376058,-9999,307.6542694,39.84096044,-9999,72.72558868,45.26976987,-9999,78.79293161,36.82614011,-9999,29.07378985,-0.925754283,-0.037076751,0.001657195,0.203405662,"evergreen","tropical","perennial","C3","TrBE",0.441787562,11.1865983
"281","Tipuana","tipu","A",1,15,7.47,0.0259,0.003467202,0.051,0.652,3.29,42.04,"12.78431373",7.47,0.0259,0.003467202,0.051,0.652,3.29,42.04,"12.78431373",8.218028849,58442.28374,637.913891,-9999,-9999,-9999,20.68075325,15263.21086,640.2135989,-0.936036051,0.215672558,-0.003249912,-9999,-9999,-9999,2.067214583,0.081718549,-0.001729617,1.785867929,-9999,2.646422086,0.270962376,-9999,0.18510244,4.89695328,13.93307692,7.301514577,22.99307692,14.16075751,31.95384615,17.4504635,41.02538462,5.931158072,46.74076923,-9999,13.93307692,-9999,22.99307692,-9999,31.95384615,-9999,41.02538462,-9999,46.74076923,16.96083807,13.93307692,21.31921007,22.99307692,21.81872535,31.95384615,8.818041374,41.02538462,9.78543209,46.74076923,315.2180437,-9999,312.7312821,9.560405263,-9999,21.3358901,11.29751893,-9999,20.68001565,33.181296,-9999,23.62331036,-4.082246442,0.221286065,-0.002569663,0.039050866,"evergreen","tropical","perennial","C3","TrBE",0.855444653,43.05741774
"282","Tipuana","tipu","A",2,15,11.296,0.05,0.004426346,0.047,0.663,2.96,42.17,"14.10638298",11.296,0.05,0.004426346,0.047,0.663,2.96,42.17,"14.10638298",22.6190018,106622.3259,678.3821561,-9999,-9999,-9999,24.93914367,-29021.32221,621.7508567,2.015780444,0.060973222,-0.001587804,-9999,-9999,-9999,4.492545864,-0.063779063,0.000225128,3.405089587,-9999,5.274082537,0.414035905,-9999,0.22736233,9.852837803,13.92615385,26.47562963,23.00538462,6.771676841,31.87555556,5.027251419,40.99769231,5.191532894,46.58153846,-9999,13.92615385,-9999,23.00538462,-9999,31.87555556,-9999,40.99769231,-9999,46.58153846,33.16609944,13.92615385,34.11000041,23.00538462,11.42379144,31.87555556,8.600645492,40.99769231,8.400931051,46.58153846,299.0033165,-9999,321.1281116,21.18056781,-9999,-9999,12.77810925,-9999,20.87963677,19.20048758,-9999,141.6506004,-4.733205112,0.234647262,-0.002335354,0.008159625,"evergreen","tropical","perennial","C3","TrBE",0.72135773,50.23803954
"283","Tipuana","tipu","A",3,15,11.242,0.0552,0.004910158,0.035,0.669,2.17,41.44,"19.11428571",11.242,0.0552,0.004910158,0.035,0.669,2.17,41.44,"19.11428571",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.042250442,0.242076556,-0.002921047,0.124804677,"evergreen","tropical","perennial","C3","TrBE",1.202026559,41.43660408
"284","Tipuana","tipu","A",1,20,12.023,0.0472,0.003925809,0.05,0.737,2.84,41.85,"14.74",12.023,0.0472,0.003925809,0.05,0.737,2.84,41.85,"14.74",6.10604424,44129.41108,628.128201,-9999,-9999,-9999,15.64251702,-2038.915,620.7256363,0.225488687,0.097678413,-0.001126509,-9999,-9999,-9999,2.340534588,0.040299513,-0.000880703,2.987195978,-9999,1.313320836,0.330319751,-9999,0.052845622,3.716373411,13.94692308,8.414217081,22.98846154,5.718563306,31.97,16.61301709,40.95692308,8.317000604,45.58846154,-9999,13.94692308,-9999,22.98846154,-9999,31.97,-9999,40.95692308,-9999,45.58846154,14.85495238,13.94692308,17.98131473,22.98846154,14.403747,31.97,12.06766394,40.95692308,10.77219718,45.58846154,319.6040096,-9999,322.1599984,6.869142369,-9999,-9999,7.123369461,-9999,16.40494794,43.35447257,-9999,22.87917153,-2.99914525,0.1859226,-0.002123705,0.051742715,"evergreen","tropical","perennial","C3","TrBE",1.379338517,43.7731672
"285","Tipuana","tipu","A",2,20,12.094,0.055,0.00454771,0.049,0.654,3.16,42.42,"13.34693878",12.094,0.055,0.00454771,0.049,0.654,3.16,42.42,"13.34693878",16.85253416,84011.84057,655.221124,-9999,-9999,-9999,33.3967046,37765.07535,649.0409419,-0.939984787,0.26603586,-0.004414349,-9999,-9999,-9999,1.282272232,0.171852987,-0.003223986,1.894525551,-9999,2.668197535,0.183223231,-9999,0.111642647,7.172173831,14.13923077,14.80759634,22.97,27.66844924,31.89923077,10.06593715,40.83769231,7.250702295,46.55230769,-9999,14.13923077,-9999,22.97,-9999,31.89923077,-9999,40.83769231,-9999,46.55230769,20.77469513,14.13923077,35.6028711,22.97,35.40168628,31.89923077,15.21374751,40.83769231,11.06904427,46.55230769,308.0718627,-9999,309.0685627,20.00267345,-9999,35.95813958,19.14312118,-9999,35.29020806,30.13307813,-9999,26.6522522,-3.304385776,0.196789647,-0.002099466,0.012320544,"evergreen","tropical","perennial","C3","TrBE",1.354170495,46.86659331
"286","Tipuana","tipu","A",3,20,26.254,0.1212,0.004616439,0.025,0.726,1.5,42.81,"29.04",26.254,0.1212,0.004616439,0.025,0.726,1.5,42.81,"29.04",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA,-9999,-9999
"287","Tipuana","tipu","A",1,30,9.11,0.044,0.004829857,0.05,0.654,3.2,41.76,"13.08",9.11,0.044,0.004829857,0.05,0.654,3.2,41.76,"13.08",25.37017946,78104.63793,639.6009148,-9999,-9999,-9999,47.21628763,33167.47635,630.1188731,-0.506971744,0.242558109,-0.003205421,-9999,-9999,-9999,1.604154639,0.15273223,-0.002205694,0.840059785,-9999,2.857779,0.11942059,-9999,0.052720356,10.33590143,14.01615385,24.74218886,23.04923077,56.63162454,31.94076923,66.03275663,41.07153846,42.86459752,46.02846154,-9999,14.01615385,-9999,23.04923077,-9999,31.94076923,-9999,41.07153846,-9999,46.02846154,27.58712568,14.01615385,52.29774931,23.04923077,65.33902039,31.94076923,70.03388896,41.07153846,49.95848882,46.02846154,315.3212846,-9999,318.2351992,31.08399194,-9999,51.52003449,34.93862802,-9999,57.04849826,37.83561198,-9999,34.62226455,-5.353710092,0.312904981,-0.003967229,0.14787659,"evergreen","tropical","perennial","C3","TrBE",0.989452127,39.43621033
"288","Tipuana","tipu","A",2,30,7.076,0.0194,0.002741662,0.069,0.631,4.52,41.32,"9.144927536",7.076,0.0194,0.002741662,0.069,0.631,4.52,41.32,"9.144927536",29.33309862,75431.65632,636.3167111,-9999,-9999,-9999,50.53431601,36473.84108,630.8802808,0.556353421,0.169376338,-0.00184321,-9999,-9999,-9999,1.667625094,0.147249204,-0.002007796,3.124897784,-9999,3.209303521,0.104363794,-9999,0.016973966,13.73440859,14.03,28.33548911,22.97,64.46418591,31.93615385,92.05158807,41.03846154,74.82302166,43.30692308,-9999,14.03,-9999,22.97,-9999,31.93615385,-9999,41.03846154,-9999,43.30692308,27.93875814,14.03,55.45588443,22.97,73.48293819,31.93615385,76.64149408,41.03846154,72.06127759,43.30692308,316.8155147,-9999,317.9519433,35.79004692,-9999,55.62285167,38.0444762,-9999,59.9782982,45.94603403,-9999,36.66936685,-2.131580449,0.078488551,-0.000336114,0.063847639,"evergreen","tropical","perennial","C3","TrBE",0.684245942,116.7588555
"289","Tipuana","tipu","A",3,30,10.663,0.0474,0.004445278,0.061,0.797,3.28,42.67,"13.06557377",10.663,0.0474,0.004445278,0.061,0.797,3.28,42.67,"13.06557377",27.82259374,49816.8093,626.3215014,-9999,-9999,-9999,59.98620729,32798.62504,631.106687,0.664529771,0.158860985,-0.001788732,-9999,-9999,-9999,1.799380205,0.155896209,-0.002272347,2.20515692,-9999,4.677021974,0.035716842,-9999,0.011961238,12.8671603,13.94923077,27.44957459,22.98692308,52.35768219,32.03307692,65.99129237,41.02153846,64.58142278,45.41461538,-9999,13.94923077,-9999,22.98692308,-9999,32.03307692,-9999,41.02153846,-9999,45.41461538,34.09015992,13.94923077,66.24113684,22.98692308,85.15934507,32.03307692,80.35050249,41.02153846,65.73998392,45.41461538,320.7370848,-9999,317.7246883,31.8037236,-9999,65.36253983,33.72018852,-9999,71.99299439,44.40602628,-9999,34.30291189,-3.171148472,0.154518921,-0.001372848,0.075263478,"evergreen","tropical","perennial","C3","TrBE",0.846872182,56.27677275
"290","Tipuana","tipu","A",1,35,12.253,0.0437,0.003566474,0.037,0.687,2.2,40.78,"18.56756757",12.253,0.0437,0.003566474,0.037,0.687,2.2,40.78,"18.56756757",8.314091497,42075.08402,617.6096242,-9999,-9999,-9999,23.47186173,18612.07695,622.1486021,0.27813132,0.101810041,-0.000894832,-9999,-9999,-9999,1.871434614,0.087347761,-0.001247085,0.468662054,-9999,0.979154094,0.049981051,-9999,0.019145867,4.753237277,13.97,7.879358831,23.03615385,14.45029519,32.01461538,19.65112715,40.99692308,21.20697001,46.82769231,-9999,13.97,-9999,23.03615385,-9999,32.01461538,-9999,40.99692308,-9999,46.82769231,17.42998743,13.97,24.58228309,23.03615385,29.58207528,32.01461538,29.59740279,40.99692308,24.73355955,46.82769231,324.9947428,-9999,321.9080086,9.31739845,-9999,24.66301794,9.622580178,-9999,26.46175539,56.88780676,-9999,35.02077208,-2.869638896,0.096741574,-0.000545196,0.022417873,"evergreen","tropical","perennial","C3","TrBE",0.453007329,88.72185132
"291","Triticum","aestivum","A",1,15,10.561,0.0509,0.004819619,0.029,0.641,1.97,42.99,"22.10344828",10.561,0.0509,0.004819619,0.029,0.641,1.97,42.99,"22.10344828",54.45695145,112437.782,649.5911417,-9999,-9999,-9999,87.57072353,18596.63708,627.6440179,0.134501745,0.249214064,-0.00326239,-9999,-9999,-9999,3.552829359,0.065024195,-0.001003519,5.474637909,-9999,14.85408526,0.179009439,-9999,0.176002589,21.70230342,13.98090909,48.71122873,23.29,150.4693203,32.09272727,136.2928015,41.01363636,109.6876835,43.58636364,-9999,13.98090909,-9999,23.29,-9999,32.09272727,-9999,41.01363636,-9999,43.58636364,73.48221161,13.98090909,87.23330608,23.29,94.87668884,32.09272727,126.3876457,41.01363636,70.06345334,43.58636364,313.0305789,-9999,319.0852694,71.72789341,-9999,91.90761628,75.63048598,-9999,94.74936629,38.19501153,-9999,32.39810393,-1.925333809,0.119871532,-0.000904646,0.11053625,"nonevergreen","nontropical","annual","C3","AC3",1.658727571,66.25328662
"292","Triticum","aestivum","A",2,15,9.524,0.0554,0.005816884,0.03,0.721,1.81,42.89,"24.03333333",9.524,0.0554,0.005816884,0.03,0.721,1.81,42.89,"24.03333333",32.685801,77540.31383,636.9480167,-9999,-9999,-9999,59.57771734,20947.30357,629.4356051,0.261692425,0.217540794,-0.002935426,-9999,-9999,-9999,2.708423999,0.1017484,-0.001664707,40.46962671,-9999,18.62025914,0.495343515,-9999,0.298668124,16.04302361,14.09909091,43.86876436,24.02444444,55.51726923,32.53111111,164.7400768,41.10727273,33.98496519,42.99636364,-9999,14.09909091,-9999,24.02444444,-9999,32.53111111,-9999,41.10727273,-9999,42.99636364,45.83030392,14.09909091,66.79197747,24.02444444,60.96294739,32.53111111,99.12757376,41.10727273,37.01440602,42.99636364,316.6141683,-9999,318.2367376,40.09007354,-9999,62.89497428,47.73050653,-9999,67.47059323,37.05437644,-9999,30.56044463,-3.300226502,0.160152685,-0.00146801,0.150599233,"nonevergreen","nontropical","annual","C3","AC3",0.807416569,54.54755064
"293","Triticum","aestivum","A",3,15,13.328,0.0689,0.005169568,0.031,0.75,1.74,41.65,"24.19354839",13.328,0.0689,0.005169568,0.031,0.75,1.74,41.65,"24.19354839",44.16837046,105004.6427,648.3572906,-9999,-9999,-9999,65.91755726,20584.75432,625.0991875,-0.184140127,0.256604538,-0.003414333,-9999,-9999,-9999,3.18003666,0.065644799,-0.00087714,9.865826774,-9999,13.16855125,0.206742085,-9999,0.162217213,16.95529424,13.99818182,40.95389095,23.83181818,121.2864113,32.79272727,116.375831,40.99363636,76.45706097,42.69818182,-9999,13.99818182,-9999,23.83181818,-9999,32.79272727,-9999,40.99363636,-9999,42.69818182,50.54190292,13.99818182,72.44854351,23.83181818,72.55570232,32.79272727,107.2119643,40.99363636,65.28973133,42.69818182,312.9071326,-9999,320.4382048,57.24091921,-9999,69.60039681,60.16043335,-9999,71.73251642,37.57754456,-9999,37.41979698,-2.589871865,0.153223294,-0.001543496,0.145821369,"nonevergreen","nontropical","annual","C3","AC3",1.317881386,49.63514221
"294","Triticum","aestivum","A",4,15,10.478,0.0567,0.005411338,0.036,0.762,2.03,42.7,"21.16666667",10.478,0.0567,0.005411338,0.036,0.762,2.03,42.7,"21.16666667",60.23965549,73478.08999,640.4814892,-9999,-9999,-9999,87.44612229,27755.56782,635.3924096,0.222514967,0.260165534,-0.003702607,-9999,-9999,-9999,2.541259378,0.144537328,-0.002435049,41.37570441,-9999,21.69716184,0.376914681,-9999,0.277715714,24.17993741,13.95727273,62.7788958,23.13,116.5135438,32.00727273,198.0795302,40.92818182,57.65856062,42.16,-9999,13.95727273,-9999,23.13,-9999,32.00727273,-9999,40.92818182,-9999,42.16,61.51286309,13.95727273,90.57122285,23.13,105.7812106,32.00727273,126.2452975,40.92818182,49.32671848,42.16,314.6370238,-9999,315.4312002,72.80509961,-9999,93.76284256,82.47736189,-9999,102.8001712,35.132749,-9999,29.67852693,-1.905301486,0.102025993,-0.000748642,0.036972691,"nonevergreen","nontropical","annual","C3","AC3",1.194165113,68.14073953
"295","Triticum","aestivum","A",1,20,18.473,0.0875,0.004736643,0.041,0.843,2.05,42.55,"20.56097561",18.473,0.0875,0.004736643,0.041,0.843,2.05,42.55,"20.56097561",48.85098834,83411.5097,640.7904601,-9999,-9999,-9999,93.47075724,29825.61534,635.0362936,0.651952043,0.199746309,-0.002373382,-9999,-9999,-9999,2.686352045,0.131078847,-0.002053431,9.544376071,-9999,8.594464856,0.127020094,-9999,0.095205657,20.72156129,14.00090909,48.76334626,23.467,114.2176401,32.02272727,145.9071102,40.95363636,109.6520479,41.90727273,-9999,14.00090909,-9999,23.467,-9999,32.02272727,-9999,40.95363636,-9999,41.90727273,62.28157756,14.00090909,99.44675532,23.467,119.9778683,32.02272727,117.2030576,40.95363636,83.92972299,41.90727273,315.0388529,-9999,315.6669582,60.63636284,-9999,100.8140453,64.2155987,-9999,107.762396,42.08052605,-9999,31.91703015,-3.303516953,0.172747983,-0.001646259,0.065559188,"nonevergreen","nontropical","annual","C3","AC3",0.986364811,52.46684282
"296","Triticum","aestivum","A",2,20,22.804,0.0971,0.004258025,0.033,0.626,2.21,42.21,"18.96969697",22.804,0.0971,0.004258025,0.033,0.626,2.21,42.21,"18.96969697",56.71852206,88996.09473,651.0442591,-9999,-9999,-9999,79.71498912,44676.71831,647.9183268,-1.038879641,0.355993457,-0.005622048,-9999,-9999,-9999,1.686949816,0.210015249,-0.003841943,20.37887307,-9999,5.520412617,0.339627167,-9999,0.134166706,18.19739441,14.00909091,58.4792031,23.62181818,110.4943382,32.01636364,103.192454,40.86727273,34.05592056,41.56181818,-9999,14.00909091,-9999,23.62181818,-9999,32.01636364,-9999,40.86727273,-9999,41.56181818,51.24237249,14.00909091,73.81298399,23.62181818,107.3345699,32.01636364,47.1428106,40.86727273,41.13481285,41.56181818,310.3765366,-9999,309.8244178,69.7009111,-9999,87.76585122,77.26005354,-9999,93.32764475,31.66048067,-9999,27.33190249,-2.406624338,0.099892355,-0.000845152,0.292021271,"nonevergreen","nontropical","annual","C3","AC3",0.645625436,59.09723751
